Order Priority,Unit Price,Product Sub-Category,Customer,Order Date,Ship Mode,Discount,Row ID,Order ID,Customer Segment,Product Category,Product Container,Product Name,Product Base Margin,Region,State or Province,City,Postal Code,Ship Date,Shipping Cost,Profit,Quantity ordered new,Sales,Product Sub-Category
low,8.45,"Scissors, Rulers and Trimmers",Russell Chen2523,09-01-2011,Regular Air,0.07,20404,87035,Home Office 763,Office Supplies,Small Pack%,"Elite 5"" Scissors",0.55,East,Vermont,Colchester,5439,09-06-2011,7.77,-203.68,20,165.34,"Scissors, Rulers and Trimmers"
high,218.75,Tables,Grace Everett2525,8/26/2011,Delivery Truck,0.05,19927,87209,Corporate 654,Furniture,*Jumbo Box,BoxOffice By Design Rectangular and Half-Moon Meeting Room Tables,0.72,South,Alabama,Oxford,36203,8/28/2011,69.64,-108.192,5,854.46,Tables
low,65.99,Telephones and Communication,Grace Everett2525,11/27/2011,Regular Air,0.03,22452,87210,Corporate 654,Technology,Small Box@,5190,0.59,South,Alabama,Oxford,36203,12-01-2011,7.69,-176.12,20,1158.91,Telephones and Communication
low,65.99,Telephones and Communication,Grace Everett2525,11/27/2011,Regular Air,0.1,22453,87210,Corporate 654,Technology,Small Box@,StarTAC Analog,0.6,South,Alabama,Oxford,36203,12-04-2011,8.99,-15.176,17,864.7,Telephones and Communication
medium,4.98,Paper,Grace Everett2525,07-06-2012,Regular Air,0.05,20262,87211,Corporate 654,Office Supplies,Small Box@,Xerox 1949,0.36,South,Alabama,Oxford,36203,07-07-2012,4.72,-39.172,1,9.69,Paper
medium,7.08,Pens & Art Supplies,Grace Everett2525,07-06-2012,Regular Air,0.03,20263,87211,Corporate 654,Office Supplies,Wrap/ Bag,SANFORD Major Accent� Highlighters,0.47,South,Alabama,Oxford,36203,07-08-2012,2.35,-621.292,16,110.66,Pens & Art Supplies
critical,6.28,Office Furnishings,Grace Everett2525,7/29/2013,Regular Air,0.08,24277,87213,Corporate 654,Furniture,Small Box@,"Eldon� 200 Class� Desk Accessories, Burgundy",0.43,South,Alabama,Oxford,36203,7/30/2013,5.29,4.53,14,89.26,Office Furnishings
critical,2.16,Binders and Binder Accessories,Derek Sweeney2526,11/23/2010,Regular Air,0.01,18866,87208,Corporate 654,Office Supplies,Small Box@,Peel & Stick Add-On Corner Pockets,0.37,South,Louisiana,Lafayette,70506,11/25/2010,6.05,395.76,24,58.05,Binders and Binder Accessories
critical,315.98,Binders and Binder Accessories,Derek Sweeney2526,10/17/2012,Express Air,0.09,18245,87212,Corporate 654,Office Supplies,Small Box@,GBC ProClick� 150 Presentation Binding System,0.38,South,Louisiana,Lafayette,70506,10/19/2012,19.99,525.342,9,2672.61,Binders and Binder Accessories
critical,21.38,Pens & Art Supplies,Gretchen Orr2527,11/23/2010,Regular Air,0.07,18867,87208,Corporate 654,Office Supplies,Small Pack%,Boston 1730 StandUp Electric Pencil Sharpener,0.59,South,Louisiana,Lake Charles,70601,11/25/2010,8.99,-39.396,3,68.64,Pens & Art Supplies
high,21.66,Appliances,Gretchen Orr2527,8/26/2011,Regular Air,0.08,19924,87209,Corporate 654,Office Supplies,Medium Box,Holmes 99% HEPA Air Purifier,0.52,South,Louisiana,Lake Charles,70601,8/28/2011,13.99,1248.888,13,267.92,Appliances
high,35.99,Telephones and Communication,Gretchen Orr2527,8/26/2011,Regular Air,0.01,19925,87209,Corporate 654,Technology,Small Pack%,Accessory9,0.39,South,Louisiana,Lake Charles,70601,8/28/2011,3.3,-46.76,20,623.88,Telephones and Communication
high,155.99,Telephones and Communication,Gretchen Orr2527,8/26/2011,Regular Air,0.06,19926,87209,Corporate 654,Technology,Small Box@,LX 788,0.58,South,Louisiana,Lake Charles,70601,8/27/2011,8.99,70.992,5,623.18,Telephones and Communication
critical,8.74,Envelopes,Francis McKenzie2529,09-03-2011,Regular Air,0.05,18301,87457,Small Business 890,Office Supplies,Small Box@,"#10- 4 1/8"" x 9 1/2"" Recycled Envelopes",0.38,West,California,Antioch,94509,09-05-2011,8.29,-32.35,3,28.46,Envelopes
high,40.98,Computer Peripherals,Janet Zhang2530,3/29/2010,Regular Air,0.04,20254,87451,Small Business 890,Technology,Small Box@,Targus USB Numeric Keypad,0.74,West,California,Apple Valley,92307,3/30/2010,6.5,-89.5,7,277.07,Computer Peripherals
not specified,40.97,Pens & Art Supplies,Janet Zhang2530,5/17/2011,Regular Air,0.06,19964,87456,Small Business 890,Office Supplies,Small Pack%,Sanford 52201 APSCO Electric Pencil Sharpener,0.59,West,California,Apple Valley,92307,5/17/2011,8.99,196.58,17,664.5,Pens & Art Supplies
not specified,101.41,Storage & Organization,Janet Zhang2530,5/17/2011,Regular Air,0.06,19965,87456,Small Business 890,Office Supplies,Large Box,Tennsco Regal Shelving Units,0.82,West,California,Apple Valley,92307,5/19/2011,35,-253.38,2,216.09,Storage & Organization
not specified,55.99,Telephones and Communication,Janet Zhang2530,5/17/2011,Regular Air,0.01,19966,87456,Small Business 890,Technology,Small Pack%,Accessory32,0.35,West,California,Apple Valley,92307,5/19/2011,1.25,526.6563,15,763.27,Telephones and Communication
medium,4,Paper,Rick Houston2531,05-02-2010,Regular Air,0.08,23782,87452,Small Business 890,Office Supplies,Wrap/ Bag,EcoTones� Memo Sheets,0.37,West,California,Atascadero,93422,05-04-2010,1.3,28.4,14,51.99,Paper
high,4.89,Binders and Binder Accessories,Rick Houston2531,2/24/2011,Regular Air,0.03,25471,87454,Small Business 890,Office Supplies,Small Box@,UniKeep� View Case Binders,0.39,West,California,Atascadero,93422,2/26/2011,6.07,-132.2615,9,45.49,Binders and Binder Accessories
medium,212.6,Tables,Rick Houston2531,04-10-2011,Delivery Truck,0.05,24418,87455,Small Business 890,Furniture,*Jumbo Box,Bush Advantage Collection� Round Conference Table,0.64,West,California,Atascadero,93422,04-12-2011,52.2,-248.78,2,426.93,Tables
medium,19.98,Paper,Rick Houston2531,1/26/2013,Regular Air,0.05,21944,87458,Small Business 890,Office Supplies,Small Box@,Xerox 191,0.38,West,California,Atascadero,93422,1/27/2013,5.86,0.1444,1,21.48,Paper
medium,29.89,Computer Peripherals,Rick Houston2531,05-02-2013,Regular Air,0.05,23781,87459,Small Business 890,Technology,Small Pack%,"Verbatim DVD-RAM, 5.2GB, Rewritable, Type 1, DS",0.5,West,California,Atascadero,93422,05-03-2013,1.99,277.0419,14,401.51,Computer Peripherals
high,5.81,Rubber Bands,Rick Houston2531,12/26/2013,Regular Air,0,24836,87462,Small Business 890,Office Supplies,Wrap/ Bag,"Advantus Push Pins, Aluminum Head",0.54,West,California,Atascadero,93422,12/26/2013,3.37,-12.00864,22,130.82,Rubber Bands
medium,67.28,Binders and Binder Accessories,Max Kuhn Bailey2532,01-03-2011,Regular Air,0.1,20832,87453,Small Business 890,Office Supplies,Small Box@,Catalog Binders with Expanding Posts,0.4,East,Connecticut,Colchester,6415,01-04-2011,19.99,123.2568,5,320.13,Binders and Binder Accessories
medium,150.98,Office Machines,Eva Wagner2533,12/21/2013,Regular Air,0.06,21306,87461,Small Business 890,Technology,Medium Box,Canon MP41DH Printing Calculator,0.38,East,Connecticut,Naugatuck,6770,12/22/2013,13.99,-17.6385888,4,596.07,Office Machines
high,35.99,Telephones and Communication,Mitchell Goldberg2534,3/29/2010,Regular Air,0.05,20255,87451,Small Business 890,Technology,Small Pack%,Accessory9,0.39,East,Maine,Bangor,4401,3/31/2010,3.3,103.2723,5,149.67,Telephones and Communication
low,124.49,Tables,Mitchell Goldberg2534,09-04-2013,Delivery Truck,0.07,20260,87460,Consumer 096,Furniture,*Jumbo Box,Bevis 36 x 72 Conference Tables,0.63,East,Maine,Bangor,4401,09-09-2013,51.94,-460.420532,11,1378.51,Tables
medium,6.24,Office Furnishings,Mike Haas2535,12/21/2013,Regular Air,0.02,21307,87461,Small Business 890,Furniture,Small Box@,Eldon Expressions Mahogany Wood Desk Collection,0.6,East,Massachusetts,Needham,2492,12/23/2013,5.22,-35.27664,23,146.13,Office Furnishings
medium,65.99,Telephones and Communication,Kent Hoover2536,12/21/2013,Regular Air,0.06,21308,87461,Small Business 890,Technology,Small Box@,252,0.55,East,Massachusetts,North Pembroke,2358,12/24/2013,5.92,901.071,24,1305.9,Telephones and Communication
critical,10.98,"Scissors, Rulers and Trimmers",Ruby Booth2538,9/30/2013,Regular Air,0.04,20573,91024,Corporate 654,Office Supplies,Small Pack%,Fiskars� Softgrip Scissors,0.57,South,Florida,Winter Haven,33881,10-01-2013,3.37,66.912,1,12.86,"Scissors, Rulers and Trimmers"
not specified,12.53,Labels,Max Hubbard2539,04-07-2010,Regular Air,0.08,22839,91017,Home Office 763,Office Supplies,Small Box@,Avery 485,0.38,South,Florida,Winter Park,32789,04-08-2010,0.5,215.718,5,61.1,Labels
low,59.98,Appliances,Max Hubbard2539,4/30/2011,Regular Air,0.02,22057,91018,Corporate 654,Office Supplies,Small Box@,Belkin 8 Outlet SurgeMaster II Gold Surge Protector,0.57,South,Florida,Winter Park,32789,05-02-2011,3.99,715.914,1,61.72,Appliances
low,256.99,Computer Peripherals,Max Hubbard2539,4/30/2011,Regular Air,0.09,22058,91018,Corporate 654,Technology,Small Box@,Hayes Optima 56K V.90 Internal Voice Modem,0.51,South,Florida,Winter Park,32789,4/30/2011,11.25,4994.034,6,1403.17,Computer Peripherals
low,35.99,Telephones and Communication,Max Hubbard2539,4/30/2011,Regular Air,0.01,22059,91018,Corporate 654,Technology,Wrap/ Bag,Accessory17,0.82,South,Florida,Winter Park,32789,05-02-2011,5,-9.24,12,364.53,Telephones and Communication
not specified,25.98,Chairs & Chairmats,Max Hubbard2539,6/24/2012,Delivery Truck,0.1,20613,91020,Home Office 763,Furniture,Jumbo Drum$,"Global Stack Chair without Arms, Black",0.6,South,Florida,Winter Park,32789,6/25/2012,14.36,-286.902,2,52.51,Chairs & Chairmats
not specified,449.99,Copiers and Fax,Max Hubbard2539,6/24/2012,Regular Air,0,20614,91020,Home Office 763,Technology,Large Box,Canon PC940 Copier,0.52,South,Florida,Winter Park,32789,6/26/2012,24.49,6.408,12,5615.88,Copiers and Fax
not specified,3.52,Binders and Binder Accessories,Max Hubbard2539,7/13/2012,Regular Air,0.09,20958,91021,Home Office 763,Office Supplies,Small Box@,Self-Adhesive Ring Binder Labels,0.38,South,Florida,Winter Park,32789,7/15/2012,6.83,-207.186,13,46.89,Binders and Binder Accessories
not specified,7.28,Paper,Max Hubbard2539,7/13/2012,Regular Air,0.02,20959,91021,Home Office 763,Office Supplies,Wrap/ Bag,"Black Print Carbonless 8 1/2"" x 8 1/4"" Rapid Memo Book",0.39,South,Florida,Winter Park,32789,7/14/2012,4.23,-8.568,9,65.57,Paper
not specified,178.47,Storage & Organization,Helen Ferguson2540,04-07-2010,Regular Air,0.02,22840,91017,Home Office 763,Office Supplies,Small Box@,"Hot File� 7-Pocket, Floor Stand",0.55,South,Florida,Winter Springs,32708,04-08-2010,19.99,106.9848,1,193.81,Storage & Organization
medium,30.56,Binders and Binder Accessories,Helen Ferguson2540,09-04-2011,Regular Air,0.09,23094,91019,Corporate 654,Office Supplies,Small Box@,Surelock� Post Binders,0.35,South,Florida,Winter Springs,32708,09-06-2011,2.99,-188.5954,5,139.05,Binders and Binder Accessories
medium,2.61,Labels,Helen Ferguson2540,1/21/2013,Express Air,0.08,23734,91022,Home Office 763,Office Supplies,Small Box@,Avery 494,0.39,South,Florida,Winter Springs,32708,1/22/2013,0.5,-0.8694,11,30.54,Labels
high,24.92,Binders and Binder Accessories,Helen Ferguson2540,7/16/2013,Regular Air,0.1,24562,91023,Corporate 654,Office Supplies,Small Box@,GBC Standard Therm-A-Bind Covers,0.39,South,Florida,Winter Springs,32708,7/17/2013,12.98,-40.362,9,212.23,Binders and Binder Accessories
high,2.78,Pens & Art Supplies,Anne Kelley2542,10-03-2012,Regular Air,0,24592,87921,Home Office 763,Office Supplies,Wrap/ Bag,Newell 339,0.59,East,New York,Rye,10580,10-05-2012,0.97,5.0968,20,57.76,Pens & Art Supplies
high,62.18,Office Furnishings,Anne Kelley2542,04-03-2013,Regular Air,0,24241,87924,Small Business 890,Furniture,Medium Box,Deflect-o Glass Clear Studded Chair Mats,0.63,East,New York,Rye,10580,04-05-2013,10.84,326.163,7,472.7,Office Furnishings
critical,152.48,Computer Peripherals,Anne Kelley2542,11-10-2013,Regular Air,0.07,24037,87930,Home Office 763,Technology,Small Box@,Adesso Programmable 142-Key Keyboard,0.79,East,New York,Rye,10580,11-12-2013,4,154.83216,11,1622.26,Computer Peripherals
critical,15.04,Paper,Anne Kelley2542,11-10-2013,Regular Air,0.05,24038,87930,Home Office 763,Office Supplies,Wrap/ Bag,White GlueTop Scratch Pads,0.39,East,New York,Rye,10580,11-11-2013,1.97,398.337,38,577.3,Paper
medium,15.68,Office Furnishings,Josephine Dalton2543,12-11-2010,Regular Air,0.05,19031,87917,Small Business 890,Furniture,Small Pack%,Artistic Insta-Plaque,0.46,South,Virginia,Richmond,23223,12-12-2010,3.73,3.54,17,257.48,Office Furnishings
medium,195.99,Telephones and Communication,Josephine Dalton2543,12-11-2010,Regular Air,0.02,19032,87917,Small Business 890,Technology,Small Box@,T65,0.56,South,Virginia,Richmond,23223,12-12-2010,4.2,40.284,19,3194.99,Telephones and Communication
not specified,6.48,Paper,Josephine Dalton2543,9/18/2013,Regular Air,0.06,18432,87929,Home Office 763,Office Supplies,Small Box@,Xerox 212,0.37,South,Virginia,Richmond,23223,9/18/2013,8.4,-17.444,15,102.11,Paper
not specified,15.42,Storage & Organization,Josephine Dalton2543,9/18/2013,Regular Air,0.06,18433,87929,Home Office 763,Office Supplies,Small Box@,Decoflex Hanging Personal Folder File,0.59,South,Virginia,Richmond,23223,9/20/2013,5.41,55.038,24,371.57,Storage & Organization
medium,2.21,Pens & Art Supplies,Harvey Barefoot2544,11/24/2011,Regular Air,0.08,19582,87918,Small Business 890,Office Supplies,Wrap/ Bag,"Quartet Alpha� White Chalk, 12/Pack",0.38,South,Virginia,Roanoke,24017,11/25/2011,1,-3.6869,23,49.95,Pens & Art Supplies
high,10.01,Computer Peripherals,Harvey Barefoot2544,04-01-2013,Express Air,0.03,19170,87923,Small Business 890,Technology,Small Pack%,TDK 4.7GB DVD-R,0.41,South,Virginia,Roanoke,24017,04-03-2013,1.99,-24.85,1,12.99,Computer Peripherals
medium,99.99,Office Machines,Rick Ellis2545,03-10-2010,Express Air,0.01,19902,87915,Home Office 763,Technology,Small Box@,AT&T 2230 Dual Handset Phone With Caller ID/Call Waiting,0.52,South,Virginia,Springfield,22153,03-12-2010,19.99,90.024,2,202.98,Office Machines
medium,6.37,Binders and Binder Accessories,Rick Ellis2545,11/24/2011,Regular Air,0.04,19583,87918,Small Business 890,Office Supplies,Small Box@,"C-Line Peel & Stick Add-On Filing Pockets, 8-3/4 x 5-1/8, 10/Pack",0.38,South,Virginia,Springfield,22153,11/26/2011,5.19,93.102,17,115.65,Binders and Binder Accessories
medium,6.68,Paper,Rick Ellis2545,4/20/2012,Express Air,0.05,20329,87919,Home Office 763,Office Supplies,Small Box@,HP Office Paper (20Lb. and 87 Bright),0.37,South,Virginia,Springfield,22153,4/21/2012,6.93,-24.486,12,82.52,Paper
medium,95.99,Storage & Organization,Rick Ellis2545,4/20/2012,Regular Air,0.01,20330,87919,Home Office 763,Office Supplies,Large Box,Safco Industrial Wire Shelving,,South,Virginia,Springfield,22153,4/22/2012,35,-131.054,7,727.85,Storage & Organization
low,35.99,Telephones and Communication,Rick Ellis2545,10/29/2012,Regular Air,0.06,23439,87922,Small Business 890,Technology,Small Pack%,Accessory23,0.36,South,Virginia,Springfield,22153,11-03-2012,1.25,250.914,11,319.48,Telephones and Communication
not specified,12.97,Binders and Binder Accessories,Rick Ellis2545,06-04-2013,Regular Air,0.1,21331,87925,Home Office 763,Office Supplies,Small Box@,"Mead 1st Gear 2"" Zipper Binder, Asst. Colors",0.35,South,Virginia,Springfield,22153,06-06-2013,1.49,-571.5556,3,37.12,Binders and Binder Accessories
medium,8.6,Binders and Binder Accessories,Rick Ellis2545,08-10-2013,Regular Air,0.03,22021,87926,Small Business 890,Office Supplies,Small Box@,Avery Printable Repositionable Plastic Tabs,0.38,South,Virginia,Springfield,22153,08-12-2013,6.19,18.912,1,11.77,Binders and Binder Accessories
medium,165.2,Storage & Organization,Rick Ellis2545,08-10-2013,Regular Air,0.08,22022,87926,Small Business 890,Office Supplies,Small Box@,Economy Rollaway Files,0.59,South,Virginia,Springfield,22153,08-11-2013,19.99,8004.156,5,769.92,Storage & Organization
not specified,4.38,Binders and Binder Accessories,Jesse Fisher2546,07-02-2012,Regular Air,0.02,23490,87920,Small Business 890,Office Supplies,Small Box@,Acco 3-Hole Punch,0.37,South,Virginia,Suffolk,23434,07-03-2012,6.21,174.12,8,36.41,Binders and Binder Accessories
not specified,1.89,Rubber Bands,Jesse Fisher2546,07-02-2012,Regular Air,0.08,23491,87920,Small Business 890,Office Supplies,Wrap/ Bag,Revere Boxed Rubber Bands by Revere,0.83,South,Virginia,Suffolk,23434,07-03-2012,0.76,266.49,13,24.67,Rubber Bands
not specified,9.31,"Scissors, Rulers and Trimmers",Jesse Fisher2546,07-02-2012,Regular Air,0.03,23492,87920,Small Business 890,Office Supplies,Small Pack%,Acme� Forged Steel Scissors with Black Enamel Handles,0.56,South,Virginia,Suffolk,23434,07-05-2012,3.98,-273.798,10,96.15,"Scissors, Rulers and Trimmers"
high,43.41,Binders and Binder Accessories,Jesse Fisher2546,12/16/2013,Regular Air,0.06,23465,87931,Home Office 763,Office Supplies,Small Box@,Satellite Sectional Post Binders,0.39,South,Virginia,Suffolk,23434,12/17/2013,2.99,13.896,3,129.76,Binders and Binder Accessories
medium,24.92,Binders and Binder Accessories,Jesse Fisher2546,12/25/2013,Regular Air,0.02,23861,87932,Small Business 890,Office Supplies,Small Box@,GBC Standard Therm-A-Bind Covers,0.39,South,Virginia,Suffolk,23434,12/26/2013,12.98,-365.12,2,57.29,Binders and Binder Accessories
low,6.48,Paper,Edna Freeman2547,10/19/2010,Regular Air,0.07,25460,87916,Small Business 890,Office Supplies,Small Box@,Xerox 1905,0.37,South,Virginia,Virginia Beach,23464,10/19/2010,9.54,2.232,1,10.86,Paper
high,2.61,Labels,Edna Freeman2547,10-03-2012,Regular Air,0.03,24593,87921,Home Office 763,Office Supplies,Small Box@,Avery 479,0.39,South,Virginia,Virginia Beach,23464,10-05-2012,0.5,4.3503,20,51.9,Labels
high,51.75,Office Furnishings,Edna Freeman2547,10-03-2012,Regular Air,0.03,24594,87921,Home Office 763,Furniture,Small Box@,"Howard Miller 13-3/4"" Diameter Brushed Chrome Round Wall Clock",0.55,South,Virginia,Virginia Beach,23464,10-05-2012,19.99,296.7786,20,1054.11,Office Furnishings
not specified,3.15,Labels,Edna Freeman2547,09-12-2013,Regular Air,0.07,24977,87927,Small Business 890,Office Supplies,Small Box@,Avery 520,0.37,South,Virginia,Virginia Beach,23464,9/14/2013,0.5,992.376,13,41.02,Labels
high,140.98,Bookcases,Edna Freeman2547,9/15/2013,Delivery Truck,0.01,26100,87928,Small Business 890,Furniture,*Jumbo Box,"Sauder Forest Hills Library, Woodland Oak Finish",0.77,South,Virginia,Virginia Beach,23464,9/16/2013,36.09,636.966,11,1677.95,Bookcases
low,35.99,Telephones and Communication,Wayne Bass2548,04-04-2010,Regular Air,0,6525,46436,Small Business 890,Technology,Small Pack%,Accessory31,0.35,West,California,Los Angeles,90068,04-11-2010,0.99,840.051,46,1477.57,Telephones and Communication
low,30.98,Paper,Wayne Bass2548,4/21/2010,Express Air,0.05,5777,40997,Small Business 890,Office Supplies,Small Box@,Xerox 1951,0.4,West,California,Los Angeles,90068,4/21/2010,9.18,61.47,12,382.29,Paper
low,22.99,Pens & Art Supplies,Wayne Bass2548,4/21/2010,Regular Air,0.05,5778,40997,Small Business 890,Office Supplies,Small Pack%,Boston KS Multi-Size Manual Pencil Sharpener,0.57,West,California,Los Angeles,90068,4/28/2010,8.99,18.27,37,881.74,Pens & Art Supplies
low,212.6,Tables,Wayne Bass2548,4/21/2010,Delivery Truck,0.04,5780,40997,Small Business 890,Furniture,*Jumbo Box,Bush Advantage Collection� Round Conference Table,0.73,West,California,Los Angeles,90068,4/25/2010,110.2,-513.79042,33,7384.18,Tables
not specified,5.98,Pens & Art Supplies,Wayne Bass2548,12-04-2010,Regular Air,0.09,4204,29889,Small Business 890,Office Supplies,Wrap/ Bag,"Dixon Ticonderoga� Erasable Colored Pencil Set, 12-Color",0.51,West,California,Los Angeles,90068,12-07-2010,1.67,23.87,81,448.26,Pens & Art Supplies
low,8.33,Computer Peripherals,Wayne Bass2548,6/17/2011,Regular Air,0.09,653,4610,Small Business 890,Technology,Small Pack%,"80 Minute Slim Jewel Case CD-R , 10/Pack - Staples",0.52,West,California,Los Angeles,90068,6/19/2011,1.99,-17.01,12,100.32,Computer Peripherals
low,15.67,Envelopes,Wayne Bass2548,6/17/2011,Regular Air,0.08,654,4610,Small Business 890,Office Supplies,Small Box@,"#10 White Business Envelopes,4 1/8 x 9 1/2",0.38,West,California,Los Angeles,90068,6/21/2011,1.39,203.01,44,678.72,Envelopes
medium,26.38,Paper,Wayne Bass2548,7/26/2011,Regular Air,0.04,2655,19205,Small Business 890,Office Supplies,Small Box@,Xerox 1935,0.39,West,California,Los Angeles,90068,7/27/2011,5.86,479.62,56,1538.63,Paper
medium,3.26,Pens & Art Supplies,Wayne Bass2548,7/26/2011,Regular Air,0,2656,19205,Small Business 890,Office Supplies,Wrap/ Bag,"Avery Hi-Liter GlideStik Fluorescent Highlighter, Yellow Ink",0.41,West,California,Los Angeles,90068,7/28/2011,1.86,2.36,37,128.87,Pens & Art Supplies
not specified,6.81,Binders and Binder Accessories,Wayne Bass2548,03-04-2012,Regular Air,0.09,3899,27811,Small Business 890,Office Supplies,Small Box@,Avery Self-Adhesive Photo Pockets for Polaroid Photos,0.37,West,California,Los Angeles,90068,03-06-2012,5.48,-73.623,35,223.09,Binders and Binder Accessories
not specified,15.99,Binders and Binder Accessories,Wayne Bass2548,03-04-2012,Regular Air,0.06,3900,27811,Small Business 890,Office Supplies,Small Box@,"GBC Pre-Punched Binding Paper, Plastic, White, 8-1/2"" x 11""",0.37,West,California,Los Angeles,90068,03-05-2012,13.18,-39.6405,4,73.9,Binders and Binder Accessories
low,14.97,Storage & Organization,Wayne Bass2548,4/21/2013,Regular Air,0.03,5779,40997,Small Business 890,Office Supplies,Small Box@,Pizazz� Global Quick File�,0.57,West,California,Los Angeles,90068,4/23/2013,7.51,-8.4,1,22.61,Storage & Organization
high,135.99,Chairs & Chairmats,Wayne Bass2548,5/30/2013,Delivery Truck,0.04,7030,50181,Small Business 890,Furniture,Jumbo Drum$,Global Deluxe High-Back Office Chair in Storm,0.76,West,California,Los Angeles,90068,5/31/2013,28.63,-246.21,3,434.6,Chairs & Chairmats
medium,2.6,Pens & Art Supplies,Wayne Bass2548,09-07-2013,Regular Air,0.05,6167,43713,Small Business 890,Office Supplies,Wrap/ Bag,12 Colored Short Pencils,0.58,West,California,Los Angeles,90068,09-09-2013,2.4,-17.69,25,71.69,Pens & Art Supplies
high,11.66,Pens & Art Supplies,Wayne Bass2548,10/24/2013,Regular Air,0.01,7487,53445,Small Business 890,Office Supplies,Small Pack%,Boston 16765 Mini Stand Up Battery Pencil Sharpener,0.59,West,California,Los Angeles,90068,10/26/2013,8.99,-44.33,17,225.14,Pens & Art Supplies
high,3.29,Rubber Bands,Wayne Bass2548,10/24/2013,Regular Air,0.02,7488,53445,Small Business 890,Office Supplies,Wrap/ Bag,Acco� Hot Clips� Clips to Go,0.4,West,California,Los Angeles,90068,10/26/2013,1.35,11.23,44,154.63,Rubber Bands
low,30.98,Paper,Martha Bowers2549,4/21/2010,Express Air,0.05,23777,88657,Small Business 890,Office Supplies,Small Box@,Xerox 1951,0.4,East,Ohio,Whitehall,43213,4/21/2010,9.18,61.47,3,95.57,Paper
low,22.99,Pens & Art Supplies,Martha Bowers2549,4/21/2010,Regular Air,0.05,23778,88657,Small Business 890,Office Supplies,Small Pack%,Boston KS Multi-Size Manual Pencil Sharpener,0.57,East,Ohio,Whitehall,43213,4/28/2010,8.99,18.27,9,214.48,Pens & Art Supplies
low,212.6,Tables,Martha Bowers2549,4/21/2010,Delivery Truck,0.04,23780,88657,Small Business 890,Furniture,*Jumbo Box,Bush Advantage Collection� Round Conference Table,0.73,East,Ohio,Whitehall,43213,4/25/2010,110.2,-513.79042,8,1790.1,Tables
not specified,5.98,Pens & Art Supplies,Martha Bowers2549,12-04-2010,Regular Air,0.09,22204,88658,Small Business 890,Office Supplies,Wrap/ Bag,"Dixon Ticonderoga� Erasable Colored Pencil Set, 12-Color",0.51,East,Ohio,Whitehall,43213,12-07-2010,1.67,35.805,20,110.68,Pens & Art Supplies
not specified,6.81,Binders and Binder Accessories,Martha Bowers2549,03-04-2012,Regular Air,0.09,21899,88661,Small Business 890,Office Supplies,Small Box@,Avery Self-Adhesive Photo Pockets for Polaroid Photos,0.37,East,Ohio,Whitehall,43213,03-06-2012,5.48,-73.623,9,57.36,Binders and Binder Accessories
low,14.97,Storage & Organization,Martha Bowers2549,4/21/2013,Regular Air,0.03,23779,88662,Small Business 890,Office Supplies,Small Box@,Pizazz� Global Quick File�,0.57,East,Ohio,Whitehall,43213,4/23/2013,7.51,-8.4,1,22.61,Storage & Organization
low,8.33,Computer Peripherals,Arlene Barry Kane2550,6/17/2011,Regular Air,0.09,18653,88659,Small Business 890,Technology,Small Pack%,"80 Minute Slim Jewel Case CD-R , 10/Pack - Staples",0.52,East,Pennsylvania,Wilkes Barre,18705,6/19/2011,1.99,-13.608,3,25.08,Computer Peripherals
low,15.67,Envelopes,Arlene Barry Kane2550,6/17/2011,Regular Air,0.08,18654,88659,Small Business 890,Office Supplies,Small Box@,"#10 White Business Envelopes,4 1/8 x 9 1/2",0.38,East,Pennsylvania,Wilkes Barre,18705,6/21/2011,1.39,117.0792,11,169.68,Envelopes
medium,26.38,Paper,Arlene Barry Kane2550,7/26/2011,Regular Air,0.04,20655,88660,Small Business 890,Office Supplies,Small Box@,Xerox 1935,0.39,East,Pennsylvania,Wilkes Barre,18705,7/27/2011,5.86,265.4154,14,384.66,Paper
medium,3.26,Pens & Art Supplies,Arlene Barry Kane2550,7/26/2011,Regular Air,0,20656,88660,Small Business 890,Office Supplies,Wrap/ Bag,"Avery Hi-Liter GlideStik Fluorescent Highlighter, Yellow Ink",0.41,East,Pennsylvania,Wilkes Barre,18705,7/28/2011,1.86,2.36,9,31.35,Pens & Art Supplies
not specified,15.99,Binders and Binder Accessories,Arlene Barry Kane2550,03-04-2012,Regular Air,0.06,21900,88661,Small Business 890,Office Supplies,Small Box@,"GBC Pre-Punched Binding Paper, Plastic, White, 8-1/2"" x 11""",0.37,East,Pennsylvania,Wilkes Barre,18705,03-05-2012,13.18,-39.6405,1,18.48,Binders and Binder Accessories
low,35.99,Telephones and Communication,Joan Bowers2551,04-04-2010,Regular Air,0,24525,88656,Small Business 890,Technology,Small Pack%,Accessory31,0.35,East,Pennsylvania,York,17403,04-11-2010,0.99,265.9605,12,385.45,Telephones and Communication
high,135.99,Chairs & Chairmats,Joan Bowers2551,5/30/2013,Delivery Truck,0.04,25030,88663,Small Business 890,Furniture,Jumbo Drum$,Global Deluxe High-Back Office Chair in Storm,0.76,East,Pennsylvania,York,17403,5/31/2013,28.63,-246.21,1,144.87,Chairs & Chairmats
medium,2.6,Pens & Art Supplies,Joan Bowers2551,09-07-2013,Regular Air,0.05,24167,88664,Small Business 890,Office Supplies,Wrap/ Bag,12 Colored Short Pencils,0.58,East,Pennsylvania,York,17403,09-09-2013,2.4,-16.2748,6,17.21,Pens & Art Supplies
